publicationId,publicationSeqNo,issn,eissn,publicationTitle,publicationTitle20,publicationTitleISO,publicationFrequency,issuesPerYear,submissionURL,openAccess,country,publicationStartYear,publisherName,publisherAddress,publisherCode,publisherURL
84479,C3308J,0001-5113,1846-0453,ACTA ADRIATICA,ACTA ADRIAT,Acta Adriat.,H,2,http://jadran.izor.hr/acta/eng/,TRUE,CROATIA,1959,INST OCEANOGRAFIJU I RIBARSTVO,"SETALISTE I MESTROVICA 63, SPLIT, CROATIA, 21000",AAU39,
84480,09891J,0906-4702,1651-1972,ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,ACTA AGR SCAND A-AN,Acta Agric. Scand. Sect. A-Anim. Sci.,Q,4,http://mc.manuscriptcentral.com/saga,FALSE,NORWAY,1950,TAYLOR & FRANCIS AS,"KARL JOHANS GATE 5, OSLO, NORWAY, NO-0154",ZA460,http://www.tandf.co.uk/journals
84481,09890J,0906-4710,1651-1913,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,ACTA AGR SCAND B-S P,Acta Agric. Scand. Sect. B-Soil Plant Sci.,B,8,https://mc.manuscriptcentral.com/sagb,FALSE,NORWAY,1950,TAYLOR & FRANCIS AS,"KARL JOHANS GATE 5, OSLO, NORWAY, NO-0154",ZA460,http://www.tandf.co.uk/journals
84486,00171J,0139-3006,1588-2535,ACTA ALIMENTARIA,ACTA ALIMENT HUNG,Acta Aliment.,Q,4,http://www.editorialmanager.com/aalim/default.aspx,FALSE,HUNGARY,1972,AKADEMIAI KIADO ZRT,"BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117",AV001,http://www.akkrt.hu/
84487,C1582J,0044-5967,1809-4392,ACTA AMAZONICA,ACTA AMAZON,ACTA AMAZON.,I,,http://mc04.manuscriptcentral.com/aa-scielo,TRUE,BRAZIL,1971,INST NACIONAL PESQUISAS AMAZONIA,"CAIXA POSTAL 478,  ALAMEDA COSME FERREIRA, 1756, MANAUS, BRAZIL, AMAZONAS, 00000",AAE01,
84489,00220J,0001-5172,1399-6576,ACTA ANAESTHESIOLOGICA SCANDINAVICA,ACTA ANAESTH SCAND,Acta Anaesthesiol. Scand.,M,10,https://mc.manuscriptcentral.com/aas,FALSE,DENMARK,1957,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
84494,04898J,0167-8019,1572-9036,ACTA APPLICANDAE MATHEMATICAE,ACTA APPL MATH,Acta Appl. Math.,B,6,http://www.editorialmanager.com/acap/default.aspx,FALSE,NETHERLANDS,1983,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",PA269,http://www.springeronline.com
84498,03565J,0065-1036,1730-6264,ACTA ARITHMETICA,ACTA ARITH,Acta Arith.,S,20,,,POLAND,1936,POLISH ACAD SCIENCES INST MATHEMATICS-IMPAN,"8 SNIADECKICH ST, WARSZAWA, POLAND, PL 00 656",UN800,http://journals.impan.gov.pl
84499,00330J,0094-5765,1879-2030,ACTA ASTRONAUTICA,ACTA ASTRONAUT,Acta Astronaut.,M,12,http://www.journals.elsevier.com/acta-astronautica/,FALSE,UNITED STATES OF AMERICA,1955,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
84500,10203J,0001-5237,0001-5237,ACTA ASTRONOMICA,ACTA ASTRONOM,Acta Astron.,Q,4,http://acta.astrouw.edu.pl/,FALSE,POLAND,1951,COPERNICUS FOUNDATION POLISH  ASTRONOMY,"AL UJAZDOWSKIE 4, WARSAW, POLAND, 00-478",HY600,http://www.astrouw.edu.pl
84503,10366J,1672-9145,1745-7270,ACTA BIOCHIMICA ET BIOPHYSICA SINICA,ACTA BIOCH BIOPH SIN,Acta Biochim. Biophys. Sin.,M,12,https://mc.manuscriptcentral.com/abbs,FALSE,CHINA MAINLAND,1992,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
84504,00440J,0001-527X,1734-154X,ACTA BIOCHIMICA POLONICA,ACTA BIOCHIM POL,Acta Biochim. Pol.,Q,4,http://ojs.ptbioch.edu.pl/index.php/abp/user/register,FALSE,POLAND,1954,ACTA BIOCHIMICA POLONICA,"PASTEURA 3, WARSAW, POLAND, 02-093",VG133,http://www.actabp.pl
84506,C8648J,1726-569X,1726-569X,ACTA BIOETHICA,ACTA BIOETH,Acta Bioet.,H,2,http://www.scielo.cl/revistas/abioeth/iinstruc.htm,TRUE,CHILE,1994,"UNIV CHILE, CENTRO INTERDISCIPLINARIO ESTUDIOS BIOETICA","DIAGONAL PARAGUAY #265, TORRE 15, PISO 8, SANTIAGO, CHILE, 00000",ACH34,
84508,C1798J,1900-1649,1900-1649,ACTA BIOLOGICA COLOMBIANA,ACTA BIOL COLOMB,Acta Biol. Colomb.,H,2,,TRUE,COLOMBIA,1982,"UNIV NAC COLOMBIA, FAC CIENCIAS, DEPT BIOL","APARTADO AEREO 14490, BOGOTA, COLOMBIA, 00000",AAK55,
84509,00528J,0001-5296,1898-0295,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,ACTA BIOL CRACOV BOT,Acta Biol. Crac. Ser. Bot.,H,2,https://www.editorialsystem.com/abcsb,TRUE,POLAND,1958,"POLSKA AKAD NAUK, POLISH ACAD SCIENCES, PAS BRANCH CRACOW","PL DEFILAD 1, WARSZAWA, POLAND, 00-901",UP501,WWW.IB.UJ.EDU.ABC.ABC.HTM
84513,05904J,0236-5383,1588-256X,ACTA BIOLOGICA HUNGARICA,ACTA BIOL HUNG,Acta Biol. Hung.,Q,4,,,HUNGARY,1948,AKADEMIAI KIADO ZRT,"BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117",AV001,http://www.akkrt.hu/
84522,C6254J,1742-7061,1878-7568,ACTA BIOMATERIALIA,ACTA BIOMATER,Acta Biomater.,S,18,https://ees.elsevier.com/actbio/default.asp?acw=f737d3590401161a078ead777fd7a2dfb8868f6%7C%24%7C556DBF35F2D42BCAB3C6E48A4E2C7A6CCF3879DAAAF04E7CE4044DACDCF3964E298E004FEE632A6506CC60BE36A028EAFBB5196AC2118348634F5D557006E1823B3DC1D3C213272A5004C178BF9CAF47601685C6631806BDA2D920F9C4B4EED7D74FDB647D9EF376E744A8EAB5B12376A8C5B9344A23E9619C4AB6862533D858&utt=5945-905802f0161fd9c5ff3ce0a7f12f71d7068,FALSE,ENGLAND,2005,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",JM451,http://www.elsevier.com
84523,10439J,0325-2957,1851-6114,ACTA BIOQUIMICA CLINICA LATINOAMERICANA,ACTA BIOQUIM CLIN L,Acta Bioquim. Clin. Latinoam.,B,8,,,ARGENTINA,1966,FEDERACION BIOQUIMICA PROVINCIA BUENOS AIRES,"CALLE 6, NO. 1344, LA PLATA, BUENOS AIRES, ARGENTINA, 1900",JY640,
84524,00401J,0001-5342,1572-8358,ACTA BIOTHEORETICA,ACTA BIOTHEOR,Acta Biotheor.,Q,4,http://www.editorialmanager.com/acbi/,FALSE,NETHERLANDS,1935,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",PA269,http://www.springeronline.com
84527,C8701J,0102-3306,1677-941X,ACTA BOTANICA BRASILICA,ACTA BOT BRAS,Acta  Bot. Bras.,Q,4,http://mc04.manuscriptcentral.com/abb-scielo,TRUE,BRAZIL,1985,SOC BOTANICA BRASIL,"CAIXA POSTAL 3005, SAO PAULO SP, BRAZIL, 01061-970",ABY09,http://www.scielo.br
84528,C1164J,0365-0588,1847-8476,ACTA BOTANICA CROATICA,ACTA BOT CROAT,Acta Bot. Croat.,H,2,http://www.abc.botanic.hr/index.php/abc,TRUE,CROATIA,1925,"UNIV ZAGREB, FAC SCIENCE, DIV BIOLOGY","C/O DAMIR VILICIC, EDITOR-IN-CHIEF, DEPARTMENT OF BOTANY, ROOSEVELTOV TRG 6, ZAGREB, CROATIA, 00000",AAK08,
84533,C7497J,0187-7151,2448-7589,ACTA BOTANICA MEXICANA,ACTA BOT MEX,Acta. Bot. Mex.,Q,4,,,MEXICO,1988,INST ECOLOGIA AC,"CENTRO REGIONAL DEL BAJIO, APARTADO POSTAL 386, PATZCUARO, MEXICO, MICHOACAN, 61600",ABR74,
84536,00682J,0001-5385,1784-973X,ACTA CARDIOLOGICA,ACTA CARDIOL,Acta Cardiol.,B,6,http://www.actacardiologica.be/submis.html,FALSE,BELGIUM,1934,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
84537,C7251J,1011-6842,,ACTA CARDIOLOGICA SINICA,ACTA CARDIOL SIN,Acta Cardiol. Sin.,Q,4,http://mc04.manuscriptcentral.com/acstsoc,FALSE,TAIWAN,1984,TAIWAN SOC CARDIOLOGY,"13F-1, NO. 11, MIN-CHUAN WEST ROAD, TAIPEI, TAIWAN, 104",ABQ30,http://www.tsoc.org.tw/
84539,C4712J,0583-6050,1580-2612,ACTA CARSOLOGICA,ACTA CARSOLOGICA,ACTA CARSOLOGICA,T,3,https://ojs.zrc-sazu.si/carsologica/login,FALSE,SLOVENIA,1955,KARST RESEARCH INST ZRC SAZU,"TITOV TRG 2, POSTOJNA, SLOVENIA, SI-6230",ABX16,http://kras.zrc-sazu.si
84541,02385J,0567-7351,,ACTA CHIMICA SINICA,ACTA CHIM SINICA,Acta Chim. Sin.,M,12,,,CHINA MAINLAND,1953,SCIENCE PRESS,"16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717",WQ845,http://www.scichina.com
84543,13053J,1318-0207,1580-3155,ACTA CHIMICA SLOVENICA,ACTA CHIM SLOV,Acta Chim. Slov.,Q,4,https://journals.matheo.si/index.php/ACSi/user/register,TRUE,SLOVENIA,1954,SLOVENSKO KEMIJSKO DRUSTVO,"HAJDRIHOVA 19, LJUBLJANA, SLOVENIA, 1000",WX255,http://acta.chem-soc.si/
84544,13515J,1508-1109,1733-5329,ACTA CHIROPTEROLOGICA,ACTA CHIROPTEROL,Acta Chiropt.,H,2,http://www.miiz.waw.pl/periodicals/acta-chiropterologica/acta-instructions.pdf,FALSE,POLAND,1999,MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES,"WILCZA STREET 64, WARSAW, POLAND, 00-679",UO176,http://www.miiz.waw.pl
84545,C7308J,0001-5415,,ACTA CHIRURGIAE ORTHOPAEDICAE ET TRAUMATOLOGIAE CECHOSLOVACA,ACTA CHIR ORTHOP TR,Acta Chir. Orthop. Traumatol. Cechoslov.,B,6,http://www.achot.cz/instruction.php,FALSE,CZECH REPUBLIC,1933,GALEN SRO,"NA BELIDLE 34, PRAGUE 5, CZECH REPUBLIC, 150 00",ABQ54,
84546,00847J,0001-5458,,ACTA CHIRURGICA BELGICA,ACTA CHIR BELG,Acta Chir. Belg.,B,6,http://www.edmgr.com/tacb/default.aspx,FALSE,BELGIUM,1901,ACTA MEDICAL BELGICA,"AVENUE CIRCULAIRE 138 A, BRUSSELS, BELGIUM, B-1180",EO900,http://www.ulb.ac.be/medecine/loce/amb.htm
84547,13885J,1233-2356,2083-5736,ACTA CHROMATOGRAPHICA,ACTA CHROMATOGR,Acta Chromatogr.,Q,4,http://static.akkrt.hu/media/2/6/3/3/6/26336.pdf,FALSE,POLAND,1992,AKADEMIAI KIADO ZRT,"BUDAFOKI UT 187-189-A-3, BUDAPEST, HUNGARY, H-1117",AV001,http://www.akkrt.hu/
84548,C8017J,0102-8650,1678-2674,ACTA CIRURGICA BRASILEIRA,ACTA CIR BRAS,Acta Cir. Bras.,B,6,https://mc04.manuscriptcentral.com/acb-scielo,TRUE,BRAZIL,1986,ACTA CIRURGICA BRASILEIRA,"ALAMEDA RIO CLARO, 179-41, SAO PAULO, BRAZIL, SP, 01332-010",ABU62,
84550,00949J,1784-3286,2295-3337,ACTA CLINICA BELGICA,ACTA CLIN BELG,Acta Clin. Belg.,B,6,http://www.edmgr.com/acb/default.aspx,FALSE,ENGLAND,1974,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
84551,C8187J,0353-9466,1333-9451,ACTA CLINICA CROATICA,ACTA CLIN CROAT,Acta Clin. Croat.,Q,4,http://hrcak.srce.hr/ojs/index.php/acc/user/register,TRUE,CROATIA,1962,SESTRE MILOSRDNICE UNIV HOSPITAL,"VINOGRADSKA C 29, ZAGREB, CROATIA, HR-10000",ABV50,
84555,00975J,2053-2733,2053-2733,ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES,ACTA CRYSTALLOGR A,Acta Crystallogr. Sect. A,B,6,,,ENGLAND,1948,INT UNION CRYSTALLOGRAPHY,"2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU",ACV48,http://www.iucr.org
84556,00976J,2052-5206,2052-5206,ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS,ACTA CRYSTALLOGR B,Acta Crystallogr. Sect. B-Struct. Sci.Cryst. Eng. Mat.,B,6,http://submission.iucr.org/submit/b,FALSE,ENGLAND,1965,INT UNION CRYSTALLOGRAPHY,"2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU",ACV48,http://www.iucr.org
84557,04611J,2053-2296,2053-2296,ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY,ACTA CRYSTALLOGR C,Acta Crystallogr. Sect. C-Struct. Chem.,M,12,http://journals.iucr.org/c/services/submit.html,FALSE,ENGLAND,1983,INT UNION CRYSTALLOGRAPHY,"2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU",ACV48,http://www.iucr.org
84558,10202J,2059-7983,2059-7983,ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY,ACTA CRYSTALLOGR D,Acta Crystallogr. Sect. D-Struct. Biol.,M,12,http://submission.iucr.org/submit/d,FALSE,ENGLAND,1993,INT UNION CRYSTALLOGRAPHY,"2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU",ACV48,http://www.iucr.org
84560,C6097J,2053-230X,2053-230X,ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS,ACTA CRYSTALLOGR F,Acta Crystallogr. F-Struct. Biol. Commun.,M,12,http://submission.iucr.org/submit/f,FALSE,ENGLAND,2005,INT UNION CRYSTALLOGRAPHY,"2 ABBEY SQ, CHESTER, ENGLAND, CH1 2HU",ACV48,http://www.iucr.org
84562,01012J,0001-5547,1938-2650,ACTA CYTOLOGICA,ACTA CYTOL,,B,6,http://oper1.karger.com/xpresstrack/submissions/?jid=176,FALSE,SWITZERLAND,,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",,http://www.karger.ch
84563,01056J,0001-5555,1651-2057,ACTA DERMATO-VENEREOLOGICA,ACTA DERM-VENEREOL,Acta Derm.-Venereol.,B,6,http://www.medicaljournals.se/adv/beta/,TRUE,NORWAY,1920,ACTA DERMATO-VENEREOLOGICA,"TRADGARDSGATAN 14, UPPSALA, SWEDEN, SE-753 09",ABS52,http://www.medicaljournals.se/adv
84565,C7266J,1330-027X,1847-6538,ACTA DERMATOVENEROLOGICA CROATICA,ACTA DERMATOVENER CR,Acta Dermatovenerol. Croat.,Q,4,http://adc.mef.hr/index.php/adc/about/submissions#onlineSubmissions,FALSE,CROATIA,1993,CROATION DERMATOVENEROLOGICAL SOC,"ZAGREB UNIV HOSPITAL CTR, UNIV DEPT DERMATOLOGY & VENEROLOGY, SALATA 4, ZAGREB, CROATIA, 10000",ABQ44,
84566,09606J,0940-5429,1432-5233,ACTA DIABETOLOGICA,ACTA DIABETOL,Acta Diabetol.,B,6,https://www.editorialmanager.com/acdi/,FALSE,ITALY,1964,SPRINGER-VERLAG ITALIA SRL,"VIA DECEMBRIO, 28, MILAN, ITALY, 20137",ACO49,
84568,C7107J,1841-0987,1843-066X,ACTA ENDOCRINOLOGICA-BUCHAREST,ACTA ENDOCRINOL-BUCH,Acta Endocrinol.,Q,4,https://mc.manuscriptcentral.com/aeb,FALSE,ROMANIA,2006,EDITURA ACAD ROMANE,"CALEA 13 SEPTEMBRIE NR 13, SECTOR 5, BUCURESTI, ROMANIA, 050711",JC750,http://www.ear.ro
84571,C3326J,0374-1036,1804-6487,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,ACTA ENT MUS NAT PRA,Acta Entomol. Mus. Natl. Pragae,H,2,,,CZECH REPUBLIC,1923,NARODNI MUZEUM - PRIRODOVEDECKE MUZEUM,"KUNRATICE, PRAHA, CZECH REPUBLIC, CZ-148 00",AAY42,http://www.nm.cz
84577,C3101J,0873-9749,1437-9546,ACTA ETHOLOGICA,ACTA ETHOL,Acta Ethol.,H,2,http://www.editorialmanager.com/acet/,FALSE,GERMANY,1998,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",ZX651,http://www.springer.com
84580,01210J,1784-3227,,ACTA GASTRO-ENTEROLOGICA BELGICA,ACTA GASTRO-ENT BELG,Acta Gastro-Enterol. Belg.,Q,4,http://gastro-enterologica.universa.be/login,FALSE,BELGIUM,1933,UNIV CATHOLIQUE LOUVAIN-UCL,"CLIN UNIV SAINT LUC, AVE HIPPOCRATE 10, BRUSSELS, BELGIUM, B-1200",ABW69,http://www.acta-gastroenterologica.be
84582,D1562J,2213-5812,2213-5820,ACTA GEODAETICA ET GEOPHYSICA,ACTA GEOD GEOPHYS,Acta Geod. Geophys.,Q,4,http://www.editorialmanager.com/agge/default.aspx,FALSE,HUNGARY,2013,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
84583,C7313J,1214-9705,,ACTA GEODYNAMICA ET GEOMATERIALIA,ACTA GEODYN GEOMATER,Acta Geodyn. Geomater.,Q,4,https://www.irsm.cas.cz/index_en.php?page=acta_scope,FALSE,CZECH REPUBLIC,2004,ACAD SCI CZECH REPUBLIC INST ROCK STRUCTURE & MECHANICS,"IRSM AS CR, V HOLESOVICKACH 41, PRAGUE 8, CZECH REPUBLIC, 182 09",ABQ60,
84584,C8584J,1581-6613,1854-5106,ACTA GEOGRAPHICA SLOVENICA-GEOGRAFSKI ZBORNIK,ACTA GEOGR SLOV,Acta Geogr. Slov.,H,2,https://ojs.zrc-sazu.si/ags/user/register?existingUser=1,FALSE,SLOVENIA,2003,GEOGRAFSKI INST ANTONA MELIKA ZRC SAZU,"GOSPOSKA ULICA 13, LJUBLJANA, SLOVENIA, SI-1000",ABX65,http://gi.zrc-sazu.si/GZ/htm
84586,C3331J,0001-5709,2300-1887,ACTA GEOLOGICA POLONICA,ACTA GEOL POL,Acta Geol. Pol.,Q,4,https://www.degruyter.com/view/j/agp#callForPapersHeader,FALSE,POLAND,1950,"POLSKA AKAD NAUK, POLISH ACAD SCIENCES, UNIV WARSAW, GEOLOGY DEPT","PL DEFILAD 1, WARSZAWA, POLAND, 00-901",ABG66,
84587,09083J,1000-9515,1755-6724,ACTA GEOLOGICA SINICA-ENGLISH EDITION,ACTA GEOL SIN-ENGL,Acta Geol. Sin.-Engl. Ed.,B,6,http://mc.manuscriptcentral.com/ags,FALSE,CHINA MAINLAND,1988,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
84589,C7603J,1895-6572,1895-7455,ACTA GEOPHYSICA,ACTA GEOPHYS,Acta Geophys.,B,6,https://www.editorialmanager.com/agph/default.aspx,FALSE,POLAND,2006,SPRINGER INTERNATIONAL PUBLISHING AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",ACI64,http://www.springer.com
84591,D0291J,1861-1125,1861-1133,ACTA GEOTECHNICA,ACTA GEOTECH,Acta Geotech.,B,6,https://www.editorialmanager.com/ageo/default.aspx,FALSE,GERMANY,2006,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",ZX651,http://www.springer.com
84592,C7664J,1854-0171,,ACTA GEOTECHNICA SLOVENICA,ACTA GEOTECH SLOV,Acta Geotech. Slov.,H,2,,,SLOVENIA,2004,UNIV MARIBOR,"FAC CIVIL ENGINEERING, TRANSPORTATION ENGINEERING & ARCHITECTURE, SMETANOVA ULICA 17, MARIBOR, SLOVENIA, 2000",ABS79,http://www.fg.uni.mb.si/journal-ags
84596,01364J,0001-5792,1421-9662,ACTA HAEMATOLOGICA,ACTA HAEMATOL-BASEL,Acta Haematol.,B,8,http://oper1.karger.com/xpresstrack/submissions/?jid=124,FALSE,SWITZERLAND,1948,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch
84598,C7360J,1827-9635,1827-9643,ACTA HERPETOLOGICA,ACTA HERPETOL,Acta Herpetol.,H,2,http://www.fupress.net/index.php/ah/login?source=%2Findex.php%2Fah%2Fauthor%2Fsubmit%2F,TRUE,ITALY,2006,FIRENZE UNIV PRESS,"JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122",ABM26,http://www.fupress.com/
84599,01452J,0065-1281,1618-0372,ACTA HISTOCHEMICA,ACTA HISTOCHEM,Acta Histochem.,B,8,http://www.elsevier.com/journals/acta-histochemica/0065-1281/guide-for-authors#3001,FALSE,GERMANY,1954,ELSEVIER GMBH,"HACKERBRUCKE 6, MUNICH, GERMANY, 80335",ZX450,http://www.elsevier.com
84600,01463J,0044-5991,1347-5800,ACTA HISTOCHEMICA ET CYTOCHEMICA,ACTA HISTOCHEM CYTOC,Acta Histochem. Cytochem.,B,6,http://jshc.nacos.com/ahc/authors/,FALSE,JAPAN,1960,JAPAN SOC HISTOCHEMISTRY & CYTOCHEMISTRY,"C/O NAKANISHI PRINTING CO LTD, SHIMODACHIURI-OGAWA, KAMIGYO-KU, KYOTO, JAPAN, 602-8048",OG675,http://www3.nacos.com/jshc/ahc/
84603,C3334J,0137-1592,1734-1515,ACTA ICHTHYOLOGICA ET PISCATORIA,ACTA ICHTHYOL PISCAT,Acta Ichthyol. Piscat.,Q,4,,TRUE,POLAND,1970,WYDAWNICTWO AKAD ROLNICZEJ W SZCZECINIE,"KAZIMIERZA KROLEWICZA 4, SZCZECIN, POLAND, 71550",ABG63,
84604,01474J,0001-5903,1432-0525,ACTA INFORMATICA,ACTA INFORM,Acta Inform.,B,8,http://www.springer.com/computer/theoretical+computer+science/journal/236,FALSE,GERMANY,1971,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
84611,11684J,1359-6454,1873-2453,ACTA MATERIALIA,ACTA MATER,Acta Mater.,S,20,https://ees.elsevier.com/am/default.asp?acw=f737d3590401161a078ead777fd7a2dfb8868f6%7C%24%7C556DBF35F2D42BCAB3C6E48A4E2C7A6CCF3879DAAAF04E7CE4044DACDCF3964E298E004FEE632A6506CC60BE36A028EAFBB5196AC2118348634F5D557006E1823B3DC1D3C213272A5004C178BF9CAF47601685C6631806BDA2D920F9C4B4EED7D74FDB647D9EF376E744A8EAB5B12376A8C5B9344A23E9619C4AB6862533D858&utt=5945-905802f0161fd9c5ff3ce0a7f12f71d7068,FALSE,UNITED STATES OF AMERICA,1996,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
84612,01584J,0001-5962,1871-2509,ACTA MATHEMATICA,ACTA MATH-DJURSHOLM,Acta Math.,Q,4,,,SWEDEN,1882,"INT PRESS BOSTON, INC","PO BOX 43502, SOMERVILLE, USA, MA, 02143",NR332,http://www.intlpress.com
84618,C7146J,0168-9673,1618-3932,ACTA MATHEMATICAE APPLICATAE SINICA-ENGLISH SERIES,ACTA MATH APPL SIN-E,Acta Math. Appl. Sin.-Engl. Ser.,Q,4,http://123.57.41.99/jweb_yysxxb_en/EN/column/item179.shtml,FALSE,CHINA MAINLAND,1984,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",ZX651,http://www.springer.com
84613,04899J,0236-5294,1588-2632,ACTA MATHEMATICA HUNGARICA,ACTA MATH HUNG,Acta Math. Hung.,B,6,http://www.springer.com/mathematics/journal/10474,FALSE,HUNGARY,1983,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",PA269,http://www.springeronline.com
84614,04877J,0252-9602,1572-9087,ACTA MATHEMATICA SCIENTIA,ACTA MATH SCI,Acta Math. Sci.,B,6,https://www.journals.elsevier.com/acta-mathematica-scientia/,FALSE,CHINA MAINLAND,1981,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
84615,12365J,1439-8516,1439-7617,ACTA MATHEMATICA SINICA-ENGLISH SERIES,ACTA MATH SIN,Acta. Math. Sin.-English Ser.,M,12,http://123.57.41.99/Jwk_sxxb_en/EN/column/column294.shtml,FALSE,CHINA MAINLAND,1985,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",ZX651,http://www.springer.com
84619,01606J,0001-5970,1619-6937,ACTA MECHANICA,ACTA MECH,Acta Mech.,M,12,https://www.editorialmanager.com/acme/default.aspx,FALSE,AUSTRIA,1965,SPRINGER WIEN,"SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201",YK511,http://www.springer.at
84621,11361J,0567-7718,1614-3116,ACTA MECHANICA SINICA,ACTA MECH SINICA-PRC,Acta Mech. Sin.,B,6,http://mc03.manuscriptcentral.com/cstamams,FALSE,CHINA MAINLAND,1985,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",ZX651,http://www.springer.com
84622,09885J,0894-9166,1860-2134,ACTA MECHANICA SOLIDA SINICA,ACTA MECH SOLIDA SIN,Acta Mech. Solida Sin.,B,6,http://www.editorialmanager.com/amss/default.aspx,FALSE,CHINA MAINLAND,1980,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
84624,C8077J,0393-6384,2283-9720,ACTA MEDICA MEDITERRANEA,ACTA MEDICA MEDITERR,Acta Medica Mediterr.,B,6,http://www.actamedicamediterranea.com/,FALSE,ITALY,1985,CARBONE EDITORE,"VIA QUINTINO SELLA, 68, PALERMO, ITALY, 90139",ABU95,http://www.actamedicamediterranea.com/
84626,01672J,0386-300X,0386-300X,ACTA MEDICA OKAYAMA,ACTA MED OKAYAMA,Acta Med. Okayama,B,6,http://www.lib.okayama-u.ac.jp/www/acta/,FALSE,JAPAN,1928,OKAYAMA UNIV MED SCHOOL,"EDITORIAL OFFICE, ACTA MEDICA OKAYAMA OKAYAMA UNIVERSITY MEDICAL SCHOOL 2-5-1 SHIKATA-CHO, KITA-KU, OKAYAMA, JAPAN, 700-8558",TK501,http://escholarship.lib.okayama-u.ac.jp/amo/
