Journal title,search title,search id,search hash,matched,suggestions
International Journal of Management,,,,2.0,"{""suggestions"": [{""value"": ""International Journal of Pest Management"", ""data"": {""id"": ""jour.1105082"", ""title"": ""International Journal of Pest Management"", ""hash"": ""f7aac743cf59fb76821b673d8058005892c7def2""}}, {""value"": ""The International Journal of Human Resource Management"", ""data"": {""id"": ""jour.1137417"", ""title"": ""The International Journal of Human Resource Management"", ""hash"": ""026d10d28f049b240ac3d48be39c0b458bcb4c98""}}, {""value"": ""International Journal of Hospitality Management"", ""data"": {""id"": ""jour.1047522"", ""title"": ""International Journal of Hospitality Management"", ""hash"": ""d6dcefb4e4938a14aad04c3ccb73f30443d20062""}}, {""value"": ""International Journal of Information Management"", ""data"": {""id"": ""jour.1028008"", ""title"": ""International Journal of Information Management"", ""hash"": ""2f9caff0c64d6c944bd5190d85687b0a71b2dbb3""}}, {""value"": ""International Journal of Project Management"", ""data"": {""id"": ""jour.1137513"", ""title"": ""International Journal of Project Management"", ""hash"": ""a8aaf63f1909999638207f6389fe957c4f5564c1""}}, {""value"": ""The International Journal of Health Planning and Management"", ""data"": {""id"": ""jour.1096253"", ""title"": ""The International Journal of Health Planning and Management"", ""hash"": ""457b9c6b1e54e135d3e7af04bf1680a02413e5ca""}}, {""value"": ""International Journal of Operations & Production Management"", ""data"": {""id"": ""jour.1137733"", ""title"": ""International Journal of Operations & Production Management"", ""hash"": ""92637477f4a3506ba81b147ad2b5acd611de9383""}}, {""value"": ""International Journal of Educational Management"", ""data"": {""id"": ""jour.1138515"", ""title"": ""International Journal of Educational Management"", ""hash"": ""95d72b17b83b1b3f9280db904359782ebdbc1703""}}, {""value"": ""International Journal of Business and Management"", ""data"": {""id"": ""jour.1297543"", ""title"": ""International Journal of Business and Management"", ""hash"": ""302d4f81409c0c0729d5bec4440f4356bb706f2b""}}, {""value"": ""International Journal of Quality & Reliability Management"", ""data"": {""id"": ""jour.1138034"", ""title"": ""International Journal of Quality & Reliability Management"", ""hash"": ""c9ad0dde04444c7f1e1c801175f0a3270d8deebf""}}, {""value"": ""International Journal of Contemporary Hospitality Management"", ""data"": {""id"": ""jour.1138131"", ""title"": ""International Journal of Contemporary Hospitality Management"", ""hash"": ""4e8c6f574a8438122fdad854b09e07335e53fb4f""}}, {""value"": ""International Journal of Law and Management"", ""data"": {""id"": ""jour.1295414"", ""title"": ""International Journal of Law and Management"", ""hash"": ""846e22e98585b136bfda9ef78cc0e04d484fcb56""}}, {""value"": ""Management of Environmental Quality An International Journal"", ""data"": {""id"": ""jour.1371656"", ""title"": ""Management of Environmental Quality An International Journal"", ""hash"": ""dcd777fe1f72b3b391ef99df46d18f78fa7ff178""}}, {""value"": ""International Journal of Retail & Distribution Management"", ""data"": {""id"": ""jour.1295097"", ""title"": ""International Journal of Retail & Distribution Management"", ""hash"": ""f057e76b9d9f2f019da9766c638e8ec160b4f0d2""}}, {""value"": ""International Journal of Health Policy and Management"", ""data"": {""id"": ""jour.1049198"", ""title"": ""International Journal of Health Policy and Management"", ""hash"": ""9a1f3e60b5abe0f29ef4b4c40da616d4f3f8d3f5""}}, {""value"": ""International Journal of Physical Distribution & Logistics Management"", ""data"": {""id"": ""jour.1138560"", ""title"": ""International Journal of Physical Distribution & Logistics Management"", ""hash"": ""0fa02b65617d109645485366e0dab9adf8ffe90d""}}, {""value"": ""International Journal of Network Management"", ""data"": {""id"": ""jour.1138708"", ""title"": ""International Journal of Network Management"", ""hash"": ""05deb6c1b078d71a09a8a3ecc1cb3adf5196bee8""}}, {""value"": ""International Journal of Productivity and Performance Management"", ""data"": {""id"": ""jour.1137646"", ""title"": ""International Journal of Productivity and Performance Management"", ""hash"": ""2c8216633d34ded5c4e4c0f2d3fca3f7d868b065""}}, {""value"": ""International Journal of Public Sector Management"", ""data"": {""id"": ""jour.1138782"", ""title"": ""International Journal of Public Sector Management"", ""hash"": ""94062297cc0beee6fa058d167141d435bbb0957e""}}, {""value"": ""International Journal of Museum Management and Curatorship"", ""data"": {""id"": ""jour.1290580"", ""title"": ""International Journal of Museum Management and Curatorship"", ""hash"": ""806eb7de169e498f6664907d301cc5eca606c9da""}}, {""value"": ""International Journal of Technology Management"", ""data"": {""id"": ""jour.1026978"", ""title"": ""International Journal of Technology Management"", ""hash"": ""3da693711977e9e52ad32f8dcb01efdd4a315583""}}, {""value"": ""International Journal of System Assurance Engineering and Management"", ""data"": {""id"": ""jour.1136866"", ""title"": ""International Journal of System Assurance Engineering and Management"", ""hash"": ""1cb64e7c61dbb83f2bd755404470ebdf0a458b37""}}, {""value"": ""The International Journal of Knowledge Culture and Change Management Annual Review"", ""data"": {""id"": ""jour.1160011"", ""title"": ""The International Journal of Knowledge Culture and Change Management Annual Review"", ""hash"": ""856f2430e3253fea35bdc86bc189db70f0b2d156""}}, {""value"": ""Journal of International Management"", ""data"": {""id"": ""jour.1139983"", ""title"": ""Journal of International Management"", ""hash"": ""b18acbc7b2d94169a2ad1266eadf534dd94516f0""}}, {""value"": ""International Journal of Pest Management Part A"", ""data"": {""id"": ""jour.1085834"", ""title"": ""International Journal of Pest Management Part A"", ""hash"": ""44b994e95d62ceac77da055eefc8b70c8125c4bc""}}, {""value"": ""International Journal of Stress Management"", ""data"": {""id"": ""jour.1105667"", ""title"": ""International Journal of Stress Management"", ""hash"": ""7712e32c5f24ae694f19361053045b5f58d44282""}}, {""value"": ""International Journal of Police Science & Management"", ""data"": {""id"": ""jour.1140440"", ""title"": ""International Journal of Police Science & Management"", ""hash"": ""4b9c696ac5c400aaec9b550fbadf43350599ff2d""}}, {""value"": ""International Journal of River Basin Management"", ""data"": {""id"": ""jour.1141190"", ""title"": ""International Journal of River Basin Management"", ""hash"": ""c6b53668ab5b64c314a3a38440d14ced22247e6e""}}, {""value"": ""The International Journal of Logistics Management"", ""data"": {""id"": ""jour.1140799"", ""title"": ""The International Journal of Logistics Management"", ""hash"": ""6138d5e69910559c512359875db14624f76a9539""}}, {""value"": ""International Journal of Management Cases"", ""data"": {""id"": ""jour.1140241"", ""title"": ""International Journal of Management Cases"", ""hash"": ""7b76c814824f8e58dfa8754b90392eb010f3c833""}}, {""value"": ""International Journal of Healthcare Management"", ""data"": {""id"": ""jour.1044729"", ""title"": ""International Journal of Healthcare Management"", ""hash"": ""42871477a4a601c44a5e53df998d31af4f4ef38e""}}, {""value"": ""International Journal of Construction Management"", ""data"": {""id"": ""jour.1142991"", ""title"": ""International Journal of Construction Management"", ""hash"": ""c0844aed80bba6e4ca5a1a3dff723530111b560b""}}, {""value"": ""International Journal of Conflict Management"", ""data"": {""id"": ""jour.1140723"", ""title"": ""International Journal of Conflict Management"", ""hash"": ""f4d0c076cea607a2a015fef53f3d98988eb2a84b""}}, {""value"": ""International Journal of Innovation Management"", ""data"": {""id"": ""jour.1139438"", ""title"": ""International Journal of Innovation Management"", ""hash"": ""056513ae8a4d06f9c12cd374861614073002c09c""}}, {""value"": ""International Journal of Logistics Systems and Management"", ""data"": {""id"": ""jour.1140141"", ""title"": ""International Journal of Logistics Systems and Management"", ""hash"": ""613a3fbea748db5348378e4e768fd3f6e36653e7""}}, {""value"": ""International Journal of Services and Operations Management"", ""data"": {""id"": ""jour.1140220"", ""title"": ""International Journal of Services and Operations Management"", ""hash"": ""a00d2c845acb8d1ed0b7e1d5d076fd3cb32867b3""}}, {""value"": ""International Journal of Health Economics and Management"", ""data"": {""id"": ""jour.1030195"", ""title"": ""International Journal of Health Economics and Management"", ""hash"": ""c7f50dcdcb5c55256ff86be1fd322a2181b45fa0""}}, {""value"": ""International Journal of Management Reviews"", ""data"": {""id"": ""jour.1141230"", ""title"": ""International Journal of Management Reviews"", ""hash"": ""d1dc0331abc4d8e66ed5829e1d79d0360efa65ab""}}, {""value"": ""International Journal of Commerce and Management"", ""data"": {""id"": ""jour.1140678"", ""title"": ""International Journal of Commerce and Management"", ""hash"": ""49451fb205043c4032c88e0e97f7b6a8a933e445""}}, {""value"": ""International Journal of Climate Change Strategies and Management"", ""data"": {""id"": ""jour.1140959"", ""title"": ""International Journal of Climate Change Strategies and Management"", ""hash"": ""ec2420522ad1b012a8968504c93a755a6ae3b8f6""}}, {""value"": ""International Journal of Productivity and Quality Management"", ""data"": {""id"": ""jour.1141169"", ""title"": ""International Journal of Productivity and Quality Management"", ""hash"": ""caaf47ccb9a1e973a26895920797790d1f1d84ce""}}, {""value"": ""International Journal of Cancer Management"", ""data"": {""id"": ""jour.1041247"", ""title"": ""International Journal of Cancer Management"", ""hash"": ""a1f9f216740ed73b627bbb64abb6c0c6acfe7239""}}, {""value"": ""International Journal of Management Science and Engineering Management"", ""data"": {""id"": ""jour.1146722"", ""title"": ""International Journal of Management Science and Engineering Management"", ""hash"": ""36bcf69c399a6a3378b440686bd3c2c8bbda96d4""}}, {""value"": ""International Journal of Pest Management Part C"", ""data"": {""id"": ""jour.1141121"", ""title"": ""International Journal of Pest Management Part C"", ""hash"": ""7ef4874368d440311432a8c6f2ad7c5c9fabcbcb""}}, {""value"": ""International Journal of Manufacturing Technology and Management"", ""data"": {""id"": ""jour.1139649"", ""title"": ""International Journal of Manufacturing Technology and Management"", ""hash"": ""fb0d8972f8bfa00315f8e3db9dc3d09cfb6399a9""}}, {""value"": ""International Journal of Strategic Property Management"", ""data"": {""id"": ""jour.1143994"", ""title"": ""International Journal of Strategic Property Management"", ""hash"": ""f914e07a55feff2bdeb478835da195afaaa00677""}}, {""value"": ""The International Journal of Management Education"", ""data"": {""id"": ""jour.1143666"", ""title"": ""The International Journal of Management Education"", ""hash"": ""0a861735ed79ef57f0d0e70763f0e47d7e3cf679""}}, {""value"": ""International Journal of Cross Cultural Management"", ""data"": {""id"": ""jour.1142423"", ""title"": ""International Journal of Cross Cultural Management"", ""hash"": ""e8f82071b912683d720947a8ee9cccf4665c82d9""}}, {""value"": ""International Journal of Scientific Research and Management"", ""data"": {""id"": ""jour.1148826"", ""title"": ""International Journal of Scientific Research and Management"", ""hash"": ""fd2727648c706add250a9932707ee3ab48338905""}}, {""value"": ""International Journal of Energy Sector Management"", ""data"": {""id"": ""jour.1142191"", ""title"": ""International Journal of Energy Sector Management"", ""hash"": ""1be5a59a1713fa20550e9fb154b28ef514327d77""}}, {""value"": ""International Journal of Management Studies"", ""data"": {""id"": ""jour.1318183"", ""title"": ""International Journal of Management Studies"", ""hash"": ""8b4eb97df7166331d8855292db2033eeb867678c""}}, {""value"": ""Journal of International Financial Management and Accounting"", ""data"": {""id"": ""jour.1141965"", ""title"": ""Journal of International Financial Management and Accounting"", ""hash"": ""498f44d0b82a724172645ca5b8979f1b4bdb1c89""}}, {""value"": ""International Journal of Environment and Waste Management"", ""data"": {""id"": ""jour.1046125"", ""title"": ""International Journal of Environment and Waste Management"", ""hash"": ""6506e8824e3171af4a4e36b5a1ccdccbafce8392""}}, {""value"": ""International Journal of Economics & Management Sciences"", ""data"": {""id"": ""jour.1144839"", ""title"": ""International Journal of Economics & Management Sciences"", ""hash"": ""a5bb07dbb9affb847f58e7abba77469f097f2a89""}}, {""value"": ""International Journal of Biodiversity Science Ecosystems Services & Management"", ""data"": {""id"": ""jour.1142058"", ""title"": ""International Journal of Biodiversity Science Ecosystems Services & Management"", ""hash"": ""07fec9026a0bcedbe6c5b0a911d7e5c8927df215""}}, {""value"": ""International Journal of Entrepreneurship and Innovation Management"", ""data"": {""id"": ""jour.1140715"", ""title"": ""International Journal of Entrepreneurship and Innovation Management"", ""hash"": ""bd87c41d14389c3fcf87eb6ef5d9a8c25e35940a""}}, {""value"": ""International Journal of Bio-resource and Stress Management"", ""data"": {""id"": ""jour.1146556"", ""title"": ""International Journal of Bio-resource and Stress Management"", ""hash"": ""92a83c44bffa2ad785d774ab3f479e2407d13171""}}, {""value"": ""International Journal of Services Technology and Management"", ""data"": {""id"": ""jour.1140866"", ""title"": ""International Journal of Services Technology and Management"", ""hash"": ""cd2737c92ccb3c630aca17d14098e48e97266e43""}}, {""value"": ""International Journal of Physical Distribution & Materials Management"", ""data"": {""id"": ""jour.1142253"", ""title"": ""International Journal of Physical Distribution & Materials Management"", ""hash"": ""019cc29268e387538b9bdb350848f7ae1023e151""}}, {""value"": ""International Journal of Environmental Technology and Management"", ""data"": {""id"": ""jour.1140538"", ""title"": ""International Journal of Environmental Technology and Management"", ""hash"": ""897ba0045b24f8bb4b40f9c03257300851c79be2""}}, {""value"": ""International Journal of Innovation and Technology Management"", ""data"": {""id"": ""jour.1140882"", ""title"": ""International Journal of Innovation and Technology Management"", ""hash"": ""604a7f87c743b826c208b31112b8e2d206a57a14""}}, {""value"": ""International Journal of Indian Culture and Business Management"", ""data"": {""id"": ""jour.1141904"", ""title"": ""International Journal of Indian Culture and Business Management"", ""hash"": ""e7187c69160eb6e6bdf41712286b343121f04b2c""}}, {""value"": ""International Journal of Value-Based Management"", ""data"": {""id"": ""jour.1142408"", ""title"": ""International Journal of Value-Based Management"", ""hash"": ""da9f3c0d64d8b9c166d5e533d5a019e7775f5421""}}, {""value"": ""International Journal of Engineering Business Management"", ""data"": {""id"": ""jour.1144365"", ""title"": ""International Journal of Engineering Business Management"", ""hash"": ""a5f94d134bbd6fa357fbda4a6bd1ef9d8413fb4b""}}, {""value"": ""International Journal of Knowledge Management"", ""data"": {""id"": ""jour.1143256"", ""title"": ""International Journal of Knowledge Management"", ""hash"": ""0c96d460e0f9159c47460d3ee27f67a375f753cb""}}, {""value"": ""International Journal of Islamic and Middle Eastern Finance and Management"", ""data"": {""id"": ""jour.1143718"", ""title"": ""International Journal of Islamic and Middle Eastern Finance and Management"", ""hash"": ""141107e6c7a0555773973ddc036e7d7ea27f20d8""}}, {""value"": ""International Journal of Business Performance Management"", ""data"": {""id"": ""jour.1141718"", ""title"": ""International Journal of Business Performance Management"", ""hash"": ""6e3882ba3812c6a2536e4f590bc2762c1a514abb""}}, {""value"": ""International Journal of Risk Assessment and Management"", ""data"": {""id"": ""jour.1041864"", ""title"": ""International Journal of Risk Assessment and Management"", ""hash"": ""a78aa53385158540d67de67b7abb0adf0a4cb2ce""}}, {""value"": ""International Journal of Procurement Management"", ""data"": {""id"": ""jour.1143213"", ""title"": ""International Journal of Procurement Management"", ""hash"": ""15b1d5415fa3b5f05da42d07746c8fd01c09bfca""}}, {""value"": ""International Journal of Healthcare Technology and Management"", ""data"": {""id"": ""jour.1020808"", ""title"": ""International Journal of Healthcare Technology and Management"", ""hash"": ""7b9cf1f43ef18fbad8772232450f18defaa944f7""}}, {""value"": ""International Journal of Innovation Management and Technology"", ""data"": {""id"": ""jour.1142681"", ""title"": ""International Journal of Innovation Management and Technology"", ""hash"": ""84341c36a78919c7b4555eebc845512c2e115a5d""}}, {""value"": ""International Journal of Management and Enterprise Development"", ""data"": {""id"": ""jour.1141887"", ""title"": ""International Journal of Management and Enterprise Development"", ""hash"": ""f3b8a2fd4a24a10e1f61d06cf6f16fbae93161a3""}}, {""value"": ""International Journal of Management Economics and Business"", ""data"": {""id"": ""jour.1145754"", ""title"": ""International Journal of Management Economics and Business"", ""hash"": ""524ca341a4c8e5e227259fa41d0f42cb8b3c4e1b""}}, {""value"": ""International Journal of Information Technology and Management"", ""data"": {""id"": ""jour.1142546"", ""title"": ""International Journal of Information Technology and Management"", ""hash"": ""03e40e514889da523fc2b5c20e1a1a10a5c18bdd""}}, {""value"": ""International Journal of Information Systems and Supply Chain Management"", ""data"": {""id"": ""jour.1144408"", ""title"": ""International Journal of Information Systems and Supply Chain Management"", ""hash"": ""ecaef92694853752fe2a69d8c3a1eebf479a7218""}}, {""value"": ""International Journal of Management and Decision Making"", ""data"": {""id"": ""jour.1142252"", ""title"": ""International Journal of Management and Decision Making"", ""hash"": ""ec60ea39e085dcb7bfe723ad147ef5ee97d8acc8""}}, {""value"": ""International Journal of Accounting and Information Management"", ""data"": {""id"": ""jour.1144165"", ""title"": ""International Journal of Accounting and Information Management"", ""hash"": ""d4c33707b3e3101d44c53b2c7b3c19ad6e58e88b""}}, {""value"": ""International Journal of e-Education e-Business e-Management and e-Learning"", ""data"": {""id"": ""jour.1142033"", ""title"": ""International Journal of e-Education e-Business e-Management and e-Learning"", ""hash"": ""a7dba99e3a2c62531efe9e55f12b44af2105fbb4""}}, {""value"": ""International Journal of Automotive Technology and Management"", ""data"": {""id"": ""jour.1142282"", ""title"": ""International Journal of Automotive Technology and Management"", ""hash"": ""6eeb6b599eda8b974b1327ad14532dd05ef23352""}}, {""value"": ""International Journal of Pest Management Part B"", ""data"": {""id"": ""jour.1144045"", ""title"": ""International Journal of Pest Management Part B"", ""hash"": ""74bc5015d7b090fc521e0af8694f055fbc3bff10""}}, {""value"": ""International Journal of Human Resources Development and Management"", ""data"": {""id"": ""jour.1142335"", ""title"": ""International Journal of Human Resources Development and Management"", ""hash"": ""9189fb9b8aac99623c7c9cee000d7254d4c1116b""}}, {""value"": ""International Journal of Technology Policy and Management"", ""data"": {""id"": ""jour.1142264"", ""title"": ""International Journal of Technology Policy and Management"", ""hash"": ""4a71f1a636d4e5de3cd1fc1e0b2a507a1c3d26cc""}}, {""value"": ""International Journal of Academic Research in Accounting Finance and Management Sciences"", ""data"": {""id"": ""jour.1146916"", ""title"": ""International Journal of Academic Research in Accounting Finance and Management Sciences"", ""hash"": ""305add1859b5a9c9ea25df45d879f305758a9b0f""}}, {""value"": ""International Journal of Engineering and Management Sciences"", ""data"": {""id"": ""jour.1290901"", ""title"": ""International Journal of Engineering and Management Sciences"", ""hash"": ""ae062daf3c472d5b0c77d9941f2fe10a57759ee9""}}, {""value"": ""International Journal of Sport Management and Marketing"", ""data"": {""id"": ""jour.1142705"", ""title"": ""International Journal of Sport Management and Marketing"", ""hash"": ""a0eeee3196919182dd2084d4dc45b5140b4a27eb""}}, {""value"": ""International Journal of Workplace Health Management"", ""data"": {""id"": ""jour.1043338"", ""title"": ""International Journal of Workplace Health Management"", ""hash"": ""1d49e7fe132060b9ae1e1505eb84d84e73d032f4""}}, {""value"": ""International Journal of Emergency Management"", ""data"": {""id"": ""jour.1032173"", ""title"": ""International Journal of Emergency Management"", ""hash"": ""bc3ba3917f0dc180635f11657d16113868303066""}}, {""value"": ""International Journal of Service Science Management Engineering and Technology"", ""data"": {""id"": ""jour.1145618"", ""title"": ""International Journal of Service Science Management Engineering and Technology"", ""hash"": ""272b6b24a8f35c979af6f18338477a47fb73337c""}}, {""value"": ""International Journal of Education and Management Engineering"", ""data"": {""id"": ""jour.1142937"", ""title"": ""International Journal of Education and Management Engineering"", ""hash"": ""3a47d727dddcacf91fa483f732202e1084dc890e""}}, {""value"": ""International Journal of Advanced engineering Management and Science"", ""data"": {""id"": ""jour.1291104"", ""title"": ""International Journal of Advanced engineering Management and Science"", ""hash"": ""81336c6eb9eeba93ad16fe7b5434fdaa906439ba""}}, {""value"": ""International Journal of Information Technology Project Management"", ""data"": {""id"": ""jour.1145392"", ""title"": ""International Journal of Information Technology Project Management"", ""hash"": ""d560e3414b25554bf0465f38958a45c34aad1e29""}}, {""value"": ""IRA-International Journal of Management & Social Sciences (ISSN 2455-2267)"", ""data"": {""id"": ""jour.1150221"", ""title"": ""IRA-International Journal of Management & Social Sciences (ISSN 2455-2267)"", ""hash"": ""f12394c1a66f7b496a1a4416e680ecbed58ecfbd""}}, {""value"": ""International Journal of Asian Business and Information Management"", ""data"": {""id"": ""jour.1145391"", ""title"": ""International Journal of Asian Business and Information Management"", ""hash"": ""a33878428c142729e358498516d5c666fb474288""}}, {""value"": ""INTERNATIONAL JOURNAL OF MANAGEMENT & INFORMATION TECHNOLOGY"", ""data"": {""id"": ""jour.1338239"", ""title"": ""INTERNATIONAL JOURNAL OF MANAGEMENT & INFORMATION TECHNOLOGY"", ""hash"": ""d22c0e6156204577876cfa596ef79e09e4fc2755""}}, {""value"": ""International Journal of Emerging Research in Management and Technology"", ""data"": {""id"": ""jour.1292008"", ""title"": ""International Journal of Emerging Research in Management and Technology"", ""hash"": ""874a18dc59bea96071752fc599b37cf16a9cb98d""}}, {""value"": ""International Journal of Social Sciences and Management"", ""data"": {""id"": ""jour.1148151"", ""title"": ""International Journal of Social Sciences and Management"", ""hash"": ""2882018899c055bf2e0e0878ed20908e7f715049""}}, {""value"": ""International Journal of Management in Education"", ""data"": {""id"": ""jour.1040127"", ""title"": ""International Journal of Management in Education"", ""hash"": ""bb2c55c825826c12acce2e4bd42aa4219b28ebe4""}}, {""value"": ""International Journal of Tourism Management and Sciences"", ""data"": {""id"": ""jour.1298372"", ""title"": ""International Journal of Tourism Management and Sciences"", ""hash"": ""6374697159efaf138350101381f1fd98b8af9534""}}, {""value"": ""International Journal of Customer Relationship Marketing and Management"", ""data"": {""id"": ""jour.1145685"", ""title"": ""International Journal of Customer Relationship Marketing and Management"", ""hash"": ""3a5075062e2ada80b62f7095f9e7694e634d70e6""}}, {""value"": ""International Journal of Information Systems for Crisis Response and Management"", ""data"": {""id"": ""jour.1145721"", ""title"": ""International Journal of Information Systems for Crisis Response and Management"", ""hash"": ""4f18cab873a4c9be7392400f84878686c664fbce""}}]}"
International Journal of Management and Decision Making,International Journal of Management and Decision Making,jour.1142252,ec60ea39e085dcb7bfe723ad147ef5ee97d8acc8,1.0,"{""suggestions"": [{""value"": ""International Journal of Management and Decision Making"", ""data"": {""id"": ""jour.1142252"", ""title"": ""International Journal of Management and Decision Making"", ""hash"": ""ec60ea39e085dcb7bfe723ad147ef5ee97d8acc8""}}]}"
International Journal of Management Practice,International Journal of Management Practice,jour.1144992,84b45031819eb62e41427a8e4723f49e573e31d0,1.0,"{""suggestions"": [{""value"": ""International Journal of Management Practice"", ""data"": {""id"": ""jour.1144992"", ""title"": ""International Journal of Management Practice"", ""hash"": ""84b45031819eb62e41427a8e4723f49e573e31d0""}}, {""value"": ""The International Journal of Design Management and Professional Practice"", ""data"": {""id"": ""jour.1159392"", ""title"": ""The International Journal of Design Management and Professional Practice"", ""hash"": ""c88c39b827851f8c35eb9e452c5ad0ba38445595""}}, {""value"": ""International Journal of Knowledge Management and Practices"", ""data"": {""id"": ""jour.1291950"", ""title"": ""International Journal of Knowledge Management and Practices"", ""hash"": ""24480a98f95d3e55a669091404e746fc21adb53d""}}]}"
"International Journal of Management, Economics and Social Sciences",,,,2.0,"{""suggestions"": [{""value"": ""International Journal of Management Economics and Social Sciences"", ""data"": {""id"": ""jour.1284820"", ""title"": ""International Journal of Management Economics and Social Sciences"", ""hash"": ""9d349c5157b603a202f8641833b206c4b81dcdb7""}}]}"
International Journal of Managing Projects in Business,International Journal of Managing Projects in Business,jour.1140995,771de803243f80c9ff85014b2e9eff916159f330,1.0,"{""suggestions"": [{""value"": ""International Journal of Managing Projects in Business"", ""data"": {""id"": ""jour.1140995"", ""title"": ""International Journal of Managing Projects in Business"", ""hash"": ""771de803243f80c9ff85014b2e9eff916159f330""}}]}"
Iranian Journal of Management Studies,,,,0.0,"{""suggestions"": []}"
Irish Journal of Management,,,,2.0,"{""suggestions"": [{""value"": ""The Irish Journal of Management"", ""data"": {""id"": ""jour.1158236"", ""title"": ""The Irish Journal of Management"", ""hash"": ""07b1a4e9a6c2c7299340b8e806393d2270a540ed""}}]}"
Journal for Global Business Advancement (JGBA),,,,0.0,"{""suggestions"": []}"
Journal of Corporate Citizenship,Journal of Corporate Citizenship,jour.1139589,946901605da75e1c7986322995e98e027045deeb,1.0,"{""suggestions"": [{""value"": ""Journal of Corporate Citizenship"", ""data"": {""id"": ""jour.1139589"", ""title"": ""Journal of Corporate Citizenship"", ""hash"": ""946901605da75e1c7986322995e98e027045deeb""}}]}"
Journal of Governance and Regulation,Journal of Governance and Regulation,jour.1274622,beadaeec3d3f08556ad246cabc28543f306095eb,1.0,"{""suggestions"": [{""value"": ""Journal of Governance and Regulation"", ""data"": {""id"": ""jour.1274622"", ""title"": ""Journal of Governance and Regulation"", ""hash"": ""beadaeec3d3f08556ad246cabc28543f306095eb""}}, {""value"": ""International Journal of Regulation and Governance"", ""data"": {""id"": ""jour.1158368"", ""title"": ""International Journal of Regulation and Governance"", ""hash"": ""a4d16e6d8c8a6dc5afd32343fd004108f9812fc5""}}]}"
Journal of Islamic Business & Management,Journal of Islamic Business and Management,jour.1151712,49bcdcc8906e0d6801297a73bcdaec0127bd9851,3.0,"{""suggestions"": [{""value"": ""Journal of Islamic Accounting and Business Research"", ""data"": {""id"": ""jour.1148413"", ""title"": ""Journal of Islamic Accounting and Business Research"", ""hash"": ""1d592bbd9306bb1aee0eae71a856b30c4581f8a6""}}, {""value"": ""Journal of Islamic Business and Management"", ""data"": {""id"": ""jour.1151712"", ""title"": ""Journal of Islamic Business and Management"", ""hash"": ""49bcdcc8906e0d6801297a73bcdaec0127bd9851""}}, {""value"": ""International Journal of Islamic Business and Economics (IJIBEC)"", ""data"": {""id"": ""jour.1319458"", ""title"": ""International Journal of Islamic Business and Economics (IJIBEC)"", ""hash"": ""e23d30c1e7667b8bac1e6665dcf67169d1429b47""}}, {""value"": ""Jurnal Ekonomi dan Bisnis Islam (Journal of Islamic Economics and Business)"", ""data"": {""id"": ""jour.1314430"", ""title"": ""Jurnal Ekonomi dan Bisnis Islam (Journal of Islamic Economics and Business)"", ""hash"": ""306dc78268785bd0f5ab45194773f5c321126913""}}, {""value"": ""Journal of Islamic Business and Management (JIBM)"", ""data"": {""id"": ""jour.1318984"", ""title"": ""Journal of Islamic Business and Management (JIBM)"", ""hash"": ""26dcc820689f1d2449b87b8f7e5c2e0e97e92e50""}}, {""value"": ""El-Barka Journal of Islamic Economics and Business"", ""data"": {""id"": ""jour.1367863"", ""title"": ""El-Barka Journal of Islamic Economics and Business"", ""hash"": ""8ba830fe9762cb27554354a0c4da8e771b0ae35f""}}, {""value"": ""International Journal of Islamic Business Ethics"", ""data"": {""id"": ""jour.1368248"", ""title"": ""International Journal of Islamic Business Ethics"", ""hash"": ""d1999c4f1f8c4838c2ee193d301800c23b1c9443""}}]}"
Journal of Management and Governance,Journal of Management and Governance,jour.1136017,5f9869ad0c9ae0d67b4cc3cf6a1fc309c2ce4761,1.0,"{""suggestions"": [{""value"": ""Journal of Management and Governance"", ""data"": {""id"": ""jour.1136017"", ""title"": ""Journal of Management and Governance"", ""hash"": ""5f9869ad0c9ae0d67b4cc3cf6a1fc309c2ce4761""}}, {""value"": ""Journal of Self-Governance and Management Economics"", ""data"": {""id"": ""jour.1299026"", ""title"": ""Journal of Self-Governance and Management Economics"", ""hash"": ""3795372d0e0de54d3478e7aabf54add1580f8eb7""}}]}"
"Journal of Management, Spirituality & Religion",,,,2.0,"{""suggestions"": [{""value"": ""Journal of Management Spirituality & Religion"", ""data"": {""id"": ""jour.1141934"", ""title"": ""Journal of Management Spirituality & Religion"", ""hash"": ""da67d3d607eb985132661052139d779ef147d8a6""}}, {""value"": ""Purushartha - A Journal of Management Ethics and Spirituality"", ""data"": {""id"": ""jour.1299388"", ""title"": ""Purushartha - A Journal of Management Ethics and Spirituality"", ""hash"": ""6e4614525042a0284c1f88ce7b3579db856cf143""}}, {""value"": ""Journal of Spirituality Leadership and Management"", ""data"": {""id"": ""jour.1155155"", ""title"": ""Journal of Spirituality Leadership and Management"", ""hash"": ""0552bd651b8101fd4f7f5109efe1284de75ea92e""}}]}"
