eid,views,citations
2-s2.0-84893932514,0,7
2-s2.0-85047523055,0,0
2-s2.0-85049782612,0,0
2-s2.0-85042704993,0,0
2-s2.0-85026346309,0,1
2-s2.0-84930353323,0,1
2-s2.0-84981332669,0,0
2-s2.0-84974824109,0,3
2-s2.0-84977106709,0,1
2-s2.0-84944575195,0,0
2-s2.0-84944524868,0,3
2-s2.0-84937728692,0,7
2-s2.0-84937716431,0,4
2-s2.0-84911441427,0,9
2-s2.0-84903546999,0,0
2-s2.0-84903525009,0,2
2-s2.0-84903528701,0,5
2-s2.0-85058563452,0,0
2-s2.0-85058557035,0,0
2-s2.0-85058513749,0,0
2-s2.0-85058543907,0,0
2-s2.0-85058563761,0,0
2-s2.0-85055312379,0,0
2-s2.0-85055335916,0,0
2-s2.0-85055340079,0,0
2-s2.0-85055339569,0,1
2-s2.0-85055329855,0,0
2-s2.0-85055331948,0,1
2-s2.0-85051398458,0,0
2-s2.0-85046717903,0,1
2-s2.0-85046777680,0,0
2-s2.0-85042554293,0,0
2-s2.0-85042524375,0,0
2-s2.0-85042547098,0,0
2-s2.0-85042533118,0,0
2-s2.0-85025608611,0,0
2-s2.0-85025592983,0,0
2-s2.0-85020410348,0,0
2-s2.0-85020481240,0,0
2-s2.0-84944030835,0,1
2-s2.0-84944080799,0,1
2-s2.0-84944036852,0,0
2-s2.0-84944072200,0,0
2-s2.0-84937956710,0,0
2-s2.0-84937950979,0,2
2-s2.0-84937861133,0,0
2-s2.0-84929170195,0,0
2-s2.0-84929174622,0,0
2-s2.0-84929152625,0,0
2-s2.0-84929144404,0,0
2-s2.0-84929178163,0,0
2-s2.0-84929149562,0,1
2-s2.0-84926658440,0,0
2-s2.0-84927950508,0,1
2-s2.0-84927929970,0,0
2-s2.0-84927919020,0,1
2-s2.0-84922751363,0,1
2-s2.0-85060925386,0,0
2-s2.0-85059093546,0,1
2-s2.0-85056169572,0,0
2-s2.0-85055470201,0,1
2-s2.0-85055512382,0,1
2-s2.0-85059443961,0,0
2-s2.0-85057267543,0,0
2-s2.0-85057340406,0,2
2-s2.0-85050391473,0,1
2-s2.0-85046814797,0,1
2-s2.0-85045656978,0,0
2-s2.0-85029381528,0,0
2-s2.0-85021240384,0,0
2-s2.0-84976866371,0,0
2-s2.0-84976870551,0,2
2-s2.0-84963577260,0,1
2-s2.0-84977261091,0,1
2-s2.0-84979255878,0,3
2-s2.0-84939839074,0,2
2-s2.0-84941331086,0,1
2-s2.0-84960391108,0,0
2-s2.0-84955387513,0,3
2-s2.0-84928753830,0,2
2-s2.0-84923489640,0,15
2-s2.0-84920134624,0,5
2-s2.0-84918512838,0,0
2-s2.0-84918792047,0,5
2-s2.0-84907685249,0,2
2-s2.0-84894289849,0,7
2-s2.0-85062648441,0,1
2-s2.0-85062670673,0,1
2-s2.0-85052750844,0,0
2-s2.0-84983520129,0,1
2-s2.0-84955289338,0,5
2-s2.0-84948444806,0,2
2-s2.0-84948567720,0,4
2-s2.0-84921388129,0,1
2-s2.0-84921438698,0,4
2-s2.0-84938080258,0,2
2-s2.0-85027940423,0,3
2-s2.0-85052845538,0,0
2-s2.0-85028068156,0,2
2-s2.0-85019911886,0,2
2-s2.0-85011691188,0,1
2-s2.0-84983020761,0,1
2-s2.0-84983042642,0,6
2-s2.0-84979688341,0,2
2-s2.0-84958631119,0,4
2-s2.0-84959507949,0,2
2-s2.0-84959523678,0,4
2-s2.0-84959569469,0,2
2-s2.0-84959516825,0,1
2-s2.0-84959536700,0,0
2-s2.0-84896497150,0,3
2-s2.0-84896523456,0,5
2-s2.0-84896515835,0,5
2-s2.0-85057008959,0,1
2-s2.0-85046405835,0,0
2-s2.0-85046904157,0,0
2-s2.0-85046490425,0,1
2-s2.0-85049250033,0,0
2-s2.0-85041134912,0,0
2-s2.0-85041113225,0,0
2-s2.0-85043994128,0,1
2-s2.0-85020196419,0,1
2-s2.0-85016743936,0,0
2-s2.0-84991038003,0,8
2-s2.0-84991454538,0,2
2-s2.0-84975282636,0,2
2-s2.0-84975275559,0,0
2-s2.0-84961899482,0,0
2-s2.0-84959063379,0,3
2-s2.0-84953736243,0,0
2-s2.0-84959219826,0,0
2-s2.0-84959421419,0,1
2-s2.0-84959256084,0,4
2-s2.0-84959250492,0,2
2-s2.0-84949814526,0,0
2-s2.0-84901623488,0,1
2-s2.0-84901616547,0,1
2-s2.0-85044068221,0,0
2-s2.0-85044075231,0,1
2-s2.0-85053698052,0,1
2-s2.0-85043448747,0,2
2-s2.0-84996644458,0,1
2-s2.0-84996636544,0,0
2-s2.0-84996644350,0,0
2-s2.0-84939838986,0,3
2-s2.0-84939794525,0,0
2-s2.0-84939786321,0,3
2-s2.0-84939789595,0,3
2-s2.0-84939646201,0,1
2-s2.0-84939618774,0,4
2-s2.0-84907592074,0,13
2-s2.0-84939803439,0,2
2-s2.0-85053064419,0,0
2-s2.0-85053050281,0,0
2-s2.0-85041391017,0,0
2-s2.0-85041383171,0,2
2-s2.0-85028935189,0,0
2-s2.0-85021360638,0,1
2-s2.0-85020061500,0,0
2-s2.0-84978958234,0,0
2-s2.0-84929074961,0,3
2-s2.0-84945387633,0,4
2-s2.0-85009513563,0,2
2-s2.0-84978712193,0,3
2-s2.0-84949534853,0,4
2-s2.0-84912027492,0,7
2-s2.0-84893972592,0,1
2-s2.0-85057849405,0,4
2-s2.0-85052742677,0,0
2-s2.0-85049690491,0,5
2-s2.0-85049675500,0,11
2-s2.0-85044450512,0,21
2-s2.0-85045215982,0,3
2-s2.0-85042722337,0,3
2-s2.0-85042692371,0,3
2-s2.0-85042703580,0,2
2-s2.0-85041369969,0,26
2-s2.0-85047833329,2295,4
2-s2.0-85047724343,307,1
2-s2.0-85047262338,395,0
2-s2.0-85047069188,664,5
2-s2.0-85046713749,759,5
2-s2.0-85046695802,735,2
2-s2.0-85045626132,540,11
2-s2.0-85045071519,444,0
2-s2.0-85045070526,1486,7
2-s2.0-85044950389,577,3
2-s2.0-85044753078,387,1
2-s2.0-85044775334,912,8
2-s2.0-85044541393,544,3
2-s2.0-85044543345,473,7
2-s2.0-85044017791,358,4
2-s2.0-85043578919,472,1
2-s2.0-85043500941,387,2
2-s2.0-85043340688,1112,14
2-s2.0-85043336622,1604,13
2-s2.0-85039717640,1065,10
2-s2.0-85039461410,1143,3
2-s2.0-85034606818,1601,9
2-s2.0-85034103466,971,1
2-s2.0-85033551769,3587,9
2-s2.0-85033570579,1959,7
2-s2.0-85032963888,1723,2
2-s2.0-85031787585,782,10
2-s2.0-85030714008,629,6
2-s2.0-85030702235,1684,21
2-s2.0-85029349298,3968,25
2-s2.0-85028374296,641,27
2-s2.0-85026734979,674,4
2-s2.0-85026468646,552,3
2-s2.0-85025079883,791,2
2-s2.0-85024482957,861,5
2-s2.0-85021889944,745,7
2-s2.0-85021352911,607,5
2-s2.0-85019665200,1199,12
2-s2.0-85018342694,815,8
2-s2.0-85018324901,651,4
2-s2.0-85018460263,437,7
2-s2.0-85015062537,5445,43
2-s2.0-85013994526,2311,26
2-s2.0-85013778523,1257,8
2-s2.0-85009986045,1017,7
2-s2.0-85007236736,1101,12
2-s2.0-85007018463,1795,12
2-s2.0-85007496574,932,7
2-s2.0-84981294441,1440,20
2-s2.0-84995923223,775,5
2-s2.0-84987924531,1092,7
2-s2.0-84982701872,1000,9
2-s2.0-84990889814,493,3
2-s2.0-84994528990,466,1
2-s2.0-84987973949,1011,9
2-s2.0-84995939790,1028,3
2-s2.0-84994035464,710,3
2-s2.0-84994043979,852,5
2-s2.0-84986321327,904,26
2-s2.0-84987619414,820,14
2-s2.0-84964867761,750,3
2-s2.0-84974792699,839,4
2-s2.0-84991734984,1473,19
2-s2.0-84974794946,492,14
2-s2.0-84964055141,3230,31
2-s2.0-84978852698,1722,12
2-s2.0-84958044720,535,0
2-s2.0-84977483958,2646,36
2-s2.0-84949453894,1570,10
2-s2.0-84954457719,732,10
2-s2.0-84955318315,1210,15
2-s2.0-84958056722,1086,9
2-s2.0-84948716334,1424,11
2-s2.0-84948455245,743,1
2-s2.0-84949623669,1783,19
2-s2.0-84948705666,874,9
2-s2.0-84948692486,1718,24
2-s2.0-84949624048,1543,12
2-s2.0-84948718909,1061,11
2-s2.0-84948573277,947,0
2-s2.0-84949725541,1494,6
2-s2.0-84948715840,602,5
2-s2.0-84948720502,2263,16
2-s2.0-84948682397,1116,37
2-s2.0-84948716090,886,19
2-s2.0-84948578659,635,2
2-s2.0-84948711405,1128,11
2-s2.0-84937554695,902,11
2-s2.0-84937215904,2006,8
2-s2.0-84942843382,828,3
2-s2.0-84928718186,1886,24
2-s2.0-84928748166,2645,30
2-s2.0-84928720254,477,7
2-s2.0-84928713434,1610,21
2-s2.0-84925401841,1780,29
2-s2.0-84927522774,1182,11
2-s2.0-84922827258,2362,19
2-s2.0-85027922474,1542,45
2-s2.0-84922777792,1563,15
2-s2.0-84902543686,1734,18
2-s2.0-84898001849,1560,22
2-s2.0-84897997629,840,1
2-s2.0-84893736841,1537,23
2-s2.0-84893776713,5893,59
2-s2.0-85055469839,0,0
2-s2.0-85048525741,0,0
2-s2.0-85046353528,0,0
2-s2.0-85040696480,0,1
2-s2.0-85031291576,0,2
2-s2.0-85031285224,0,2
2-s2.0-85031301336,0,2
2-s2.0-85031314713,0,1
2-s2.0-85031504656,0,1
2-s2.0-85031493593,0,4
2-s2.0-85031503505,0,0
2-s2.0-85031309758,0,2
2-s2.0-85024486120,0,4
2-s2.0-85009157659,0,4
2-s2.0-85031501523,0,0
2-s2.0-85024475778,0,2
2-s2.0-85028261598,0,10
2-s2.0-85031494796,0,3
2-s2.0-85031497817,0,5
2-s2.0-85031495687,0,0
2-s2.0-85031495332,0,0
2-s2.0-85029417333,0,1
2-s2.0-85031490655,0,1
2-s2.0-85054361333,0,0
2-s2.0-85053677974,0,1
2-s2.0-85056146880,0,2
2-s2.0-85054692246,0,0
2-s2.0-85053537171,0,0
2-s2.0-85053543971,0,1
2-s2.0-85053451144,0,0
2-s2.0-85048091269,0,1
2-s2.0-85048135108,0,1
2-s2.0-85048066014,0,5
2-s2.0-85048083738,0,4
2-s2.0-85042365635,0,1
2-s2.0-85042376646,0,1
2-s2.0-85033497113,0,0
2-s2.0-85033450534,0,0
2-s2.0-85028765804,0,3
2-s2.0-85028776813,0,5
2-s2.0-85028762386,0,11
2-s2.0-85021343798,0,1
2-s2.0-85013130508,0,2
2-s2.0-85013130538,0,3
2-s2.0-84959494754,0,22
2-s2.0-84959469238,0,2
2-s2.0-84954483054,0,10
2-s2.0-84954413008,0,8
2-s2.0-84954438734,0,14
2-s2.0-84954519151,0,0
2-s2.0-84919769152,0,6
2-s2.0-85033453319,0,1
2-s2.0-85030169537,0,2
2-s2.0-85029484040,0,2
2-s2.0-85020654351,0,3
2-s2.0-85032222240,0,2
2-s2.0-84996508752,0,0
2-s2.0-84992715372,0,3
2-s2.0-84975291663,0,1
2-s2.0-85010046693,0,0
2-s2.0-84964199179,0,1
2-s2.0-84946761384,0,3
2-s2.0-84958740938,0,35
2-s2.0-84964430235,0,1
2-s2.0-84970983699,0,10
2-s2.0-84983585918,0,0
2-s2.0-84962193464,0,2
2-s2.0-84944711680,0,7
2-s2.0-84929429702,0,1
2-s2.0-84929441421,0,8
2-s2.0-84953346051,0,5
2-s2.0-84953363759,0,10
2-s2.0-84953346924,0,14
2-s2.0-84953215093,0,4
2-s2.0-84940647980,0,4
2-s2.0-84931007407,0,13
2-s2.0-84931011055,0,233
2-s2.0-84931005712,0,5
2-s2.0-84931003522,0,6
2-s2.0-84924223998,0,15
2-s2.0-84924221032,0,26
2-s2.0-84921069119,0,1
2-s2.0-84921067497,0,0
2-s2.0-84921067530,0,1
2-s2.0-85027941483,0,1
2-s2.0-84903790256,0,2
2-s2.0-84897660042,0,1
2-s2.0-85051047813,0,0
2-s2.0-85026871886,0,0
2-s2.0-84992159858,0,0
2-s2.0-85013634860,0,7
2-s2.0-84991080295,0,0
2-s2.0-84936989926,0,0
2-s2.0-84936990120,0,1
2-s2.0-84925332813,0,0
2-s2.0-85054796717,0,1
2-s2.0-85054079529,0,0
2-s2.0-85053442791,0,8
2-s2.0-85046010850,0,1
2-s2.0-85038628860,0,1
2-s2.0-85026919306,0,0
2-s2.0-85030851527,0,1
2-s2.0-84933545193,0,11
2-s2.0-85014911842,0,0
2-s2.0-84982946600,0,2
2-s2.0-84958250935,0,4
2-s2.0-84938998990,0,6
2-s2.0-84925954209,0,1
2-s2.0-84940298604,0,1
2-s2.0-85051528958,0,0
2-s2.0-85049246360,0,0
2-s2.0-85043538645,0,1
2-s2.0-85040235199,0,12
2-s2.0-85039951682,0,1
2-s2.0-85038940280,0,2
2-s2.0-85020834475,0,1
2-s2.0-85020935516,0,0
2-s2.0-85020467084,0,0
2-s2.0-85019995990,0,0
2-s2.0-85019078380,0,6
2-s2.0-85017542536,0,3
2-s2.0-85016110976,0,1
2-s2.0-85016113111,0,6
2-s2.0-85016096303,0,2
2-s2.0-85015879774,0,5
2-s2.0-85009112263,0,2
2-s2.0-84988473939,0,3
2-s2.0-84988472771,0,9
2-s2.0-84975250764,0,2
2-s2.0-84975291681,0,1
2-s2.0-84975266609,0,2
2-s2.0-84975246807,0,14
2-s2.0-84975292456,0,1
2-s2.0-84961771292,0,4
2-s2.0-84961836784,0,21
2-s2.0-84950245100,0,4
2-s2.0-84950303130,0,4
2-s2.0-84950252520,0,2
2-s2.0-84950235700,0,3
2-s2.0-84950283836,0,2
2-s2.0-84929200914,0,13
2-s2.0-84931475013,0,0
2-s2.0-84931343030,0,12
2-s2.0-84988214306,0,6
2-s2.0-84931374926,0,6
2-s2.0-84931363521,0,0
2-s2.0-84924904966,0,1
2-s2.0-84920854705,0,7
2-s2.0-84920847847,0,23
2-s2.0-84920829968,0,0
2-s2.0-84913618679,0,2
2-s2.0-84896369856,0,8
2-s2.0-84891428982,0,1
2-s2.0-85039740730,0,0
2-s2.0-85039161432,0,0
2-s2.0-85039159746,0,1
2-s2.0-85037982427,0,1
2-s2.0-85029706236,0,2
2-s2.0-85029410570,0,11
2-s2.0-85017123309,0,4
2-s2.0-85016823308,0,1
2-s2.0-85008368517,0,0
2-s2.0-85002194575,0,7
2-s2.0-84984687937,0,0
2-s2.0-84958056310,0,4
2-s2.0-84958039095,0,4
2-s2.0-84958058284,0,10
2-s2.0-84944457522,0,2
2-s2.0-84944458919,0,1
2-s2.0-84944455836,0,2
2-s2.0-84940658524,0,7
2-s2.0-84940670503,0,3
2-s2.0-84940641666,0,2
2-s2.0-84928160801,0,3
2-s2.0-84924171930,0,2
2-s2.0-84911980554,0,7
2-s2.0-84911959495,0,6
2-s2.0-84905705062,0,17
2-s2.0-84905681802,0,7
2-s2.0-84903512086,0,4
2-s2.0-84903530866,0,6
2-s2.0-85052079541,0,0
2-s2.0-85048521205,0,2
2-s2.0-85058108203,0,3
2-s2.0-85055151662,0,0
2-s2.0-85055024563,0,6
2-s2.0-85041685539,0,0
2-s2.0-85041639893,0,1
2-s2.0-85025140590,0,23
2-s2.0-84991728731,0,2
2-s2.0-84991619436,0,3
2-s2.0-84976285924,0,3
2-s2.0-84975797475,0,0
2-s2.0-84975842429,0,5
2-s2.0-84979937532,0,3
2-s2.0-85011116095,0,1
2-s2.0-85011079667,0,9
2-s2.0-85049936958,0,0
2-s2.0-85027550608,0,4
2-s2.0-84978974901,0,0
2-s2.0-84937933585,0,3
2-s2.0-84915808155,0,4
2-s2.0-85057219212,0,0
2-s2.0-85051695476,0,0
2-s2.0-85051746801,0,1
2-s2.0-85028775575,0,1
2-s2.0-85028766816,0,0
2-s2.0-84991454549,0,5
2-s2.0-84961253804,0,2
2-s2.0-84940659174,0,3
2-s2.0-84925016244,0,7
2-s2.0-84924943434,0,2
2-s2.0-84905271376,0,4
2-s2.0-84899730963,0,7
2-s2.0-85067600252,0,0
2-s2.0-85056878316,0,0
2-s2.0-85064873172,0,0
2-s2.0-85032506875,0,5
2-s2.0-85032481020,0,2
2-s2.0-85032486892,0,4
2-s2.0-85026316359,0,0
2-s2.0-85018411296,0,0
2-s2.0-85018444722,0,4
2-s2.0-85018391691,0,3
2-s2.0-84978726682,0,2
2-s2.0-84978720978,0,1
2-s2.0-85008234055,0,6
2-s2.0-84991798526,0,5
2-s2.0-84991782445,0,0
2-s2.0-84991758971,0,4
2-s2.0-84991755916,0,4
2-s2.0-84964269909,0,1
2-s2.0-84945258103,0,3
2-s2.0-84944449773,0,1
2-s2.0-84928240021,0,1
2-s2.0-84911422132,0,3
2-s2.0-84911439674,0,6
2-s2.0-84903775825,0,1
2-s2.0-84907762910,0,11
2-s2.0-85061807394,0,0
2-s2.0-85061768199,0,0
2-s2.0-85061821907,0,0
2-s2.0-85057188323,0,0
2-s2.0-85057194905,0,0
2-s2.0-85057004099,0,0
2-s2.0-85054525512,0,0
2-s2.0-85054521064,0,0
2-s2.0-85052611384,0,0
2-s2.0-85052624680,0,1
2-s2.0-85052614278,0,0
2-s2.0-85051744430,0,0
2-s2.0-85049394225,0,0
2-s2.0-85049402815,0,0
2-s2.0-85050922724,0,0
2-s2.0-85047912827,0,1
2-s2.0-85047942548,0,0
2-s2.0-85047905277,0,0
2-s2.0-85047773917,0,2
2-s2.0-85040779071,0,0
2-s2.0-85039963709,0,2
2-s2.0-85039935124,0,3
2-s2.0-85028706514,0,0
2-s2.0-85028714174,0,0
2-s2.0-85028690887,0,0
2-s2.0-85028706659,0,0
2-s2.0-85028731544,0,1
2-s2.0-85028721529,0,0
2-s2.0-85054911677,0,1
2-s2.0-85058006743,0,0
2-s2.0-85051298130,0,2
2-s2.0-85051296991,0,0
2-s2.0-85051283743,0,4
2-s2.0-85051302256,0,2
2-s2.0-85051283356,0,6
2-s2.0-85051298671,0,0
2-s2.0-85051289781,0,0
2-s2.0-85051294153,0,0
2-s2.0-85051284288,0,1
2-s2.0-84979083340,0,11
2-s2.0-85049943246,0,0
2-s2.0-85048039629,0,0
2-s2.0-85044463314,0,0
2-s2.0-85013055680,0,1
2-s2.0-84978488588,0,2
2-s2.0-84980401196,0,1
2-s2.0-84961212107,0,0
2-s2.0-84965075845,0,2
2-s2.0-84924673924,0,0
2-s2.0-84919488957,0,2
2-s2.0-85030119397,0,1
2-s2.0-85029493985,0,3
2-s2.0-85029492546,0,0
2-s2.0-85019043690,0,1
2-s2.0-85047851254,0,4
2-s2.0-84958719050,0,1
2-s2.0-84937622563,0,7
2-s2.0-84938151254,0,6
2-s2.0-84938124984,0,1
2-s2.0-84938099336,0,2
2-s2.0-85017551259,0,3
2-s2.0-84963894365,0,1
2-s2.0-85006241201,0,2
2-s2.0-84932081880,0,4
2-s2.0-84930723903,0,5
2-s2.0-84931864803,0,0
2-s2.0-84930332889,0,4
2-s2.0-84931864815,0,6
2-s2.0-84923299013,0,3
2-s2.0-84905294346,0,1
2-s2.0-84920097710,0,1
2-s2.0-84905291039,0,3
2-s2.0-84982136120,0,0
2-s2.0-84904711906,0,7
2-s2.0-84904713532,0,6
2-s2.0-84904711366,0,2
2-s2.0-84958747074,0,3
2-s2.0-84926061373,0,0
2-s2.0-84905903855,0,2
2-s2.0-84899882763,0,1
2-s2.0-84899966283,0,12
2-s2.0-84893921605,0,10
2-s2.0-85007566440,0,0
2-s2.0-84899003547,0,1
2-s2.0-84894831939,0,5
2-s2.0-85054498506,0,0
2-s2.0-85054514324,0,0
2-s2.0-85051462174,0,0
2-s2.0-85051521776,0,0
2-s2.0-85062456267,0,1
2-s2.0-85055749045,0,2
2-s2.0-85062472796,0,2
2-s2.0-85065296002,0,0
2-s2.0-85040222065,0,1
2-s2.0-85057070287,0,1
2-s2.0-85054595569,343,11
2-s2.0-85051630463,419,3
2-s2.0-85048300137,621,9
2-s2.0-85047748849,1265,36
2-s2.0-85050693693,1273,9
2-s2.0-85051115616,966,3
2-s2.0-85051057425,332,1
2-s2.0-85049843687,648,3
2-s2.0-85049759191,546,2
2-s2.0-85049758594,444,1
2-s2.0-85036580856,1214,12
2-s2.0-85048819884,1232,12
2-s2.0-85047817911,939,4
2-s2.0-85056458260,459,4
2-s2.0-85047063311,519,4
2-s2.0-85046803730,753,10
2-s2.0-85046376165,822,7
2-s2.0-85046138392,1014,24
2-s2.0-85045743727,302,0
2-s2.0-85056231680,144,1
2-s2.0-85045733220,1190,11
2-s2.0-85046788179,811,9
2-s2.0-85045042069,1277,21
2-s2.0-85047006192,1317,14
2-s2.0-85043992025,579,2
2-s2.0-85044003932,521,52
2-s2.0-85046080238,712,10
2-s2.0-85043982556,391,5
2-s2.0-85043507369,294,0
2-s2.0-85043344330,1066,2
2-s2.0-85043326720,693,1
2-s2.0-85042679721,667,5
2-s2.0-85042631329,708,12
2-s2.0-85042177859,521,8
2-s2.0-85042387145,410,1
2-s2.0-85042297824,358,2
2-s2.0-85041895905,600,13
2-s2.0-85042589567,1880,11
2-s2.0-85040343935,398,2
2-s2.0-85039997946,302,0
2-s2.0-85041650654,680,0
2-s2.0-85040535928,889,11
2-s2.0-85039712462,1751,11
2-s2.0-85039072737,1134,5
2-s2.0-85039049620,1042,7
2-s2.0-85039057326,813,5
2-s2.0-85025680384,1260,16
2-s2.0-85020479373,874,2
2-s2.0-85037592183,1283,10
2-s2.0-85044847163,262,2
2-s2.0-85035207879,365,4
2-s2.0-85034114657,791,14
2-s2.0-85034059858,456,0
2-s2.0-85034454990,654,18
2-s2.0-85033680530,1636,11
2-s2.0-85033399379,1301,12
2-s2.0-85034955336,1396,13
2-s2.0-85033499782,3477,18
2-s2.0-85032221203,1150,6
2-s2.0-85031420166,890,6
2-s2.0-85031328658,987,16
2-s2.0-85031504023,376,12
2-s2.0-85032722009,393,2
2-s2.0-85030454683,296,1
2-s2.0-85029144770,493,3
2-s2.0-85029209977,2145,38
2-s2.0-85028328141,1157,12
2-s2.0-85029147477,677,16
2-s2.0-85028078061,551,5
2-s2.0-85028011596,264,7
2-s2.0-85028331614,391,2
2-s2.0-85026669398,2128,0
2-s2.0-85028066310,929,19
2-s2.0-85026852661,1761,56
2-s2.0-85024119010,1889,31
2-s2.0-85028026731,2919,50
2-s2.0-85021658256,795,12
2-s2.0-85021689988,1069,10
2-s2.0-85021188301,1177,17
2-s2.0-85020455808,902,7
2-s2.0-85020629025,748,7
2-s2.0-85020657529,624,7
2-s2.0-85020384002,508,6
2-s2.0-85020168340,295,2
2-s2.0-85019686451,1976,21
2-s2.0-85019703410,578,6
2-s2.0-85018939241,514,2
2-s2.0-85016032407,1818,33
2-s2.0-85016451272,1176,15
2-s2.0-85017426211,629,12
2-s2.0-85017116120,582,6
2-s2.0-85017125540,603,24
2-s2.0-85017185606,1766,21
2-s2.0-85014517440,1165,9
2-s2.0-85014106097,462,5
2-s2.0-85014084689,816,6
2-s2.0-85013371910,420,1
2-s2.0-85013212295,2552,25
2-s2.0-85013436551,1417,54
2-s2.0-85011593668,1177,26
2-s2.0-85010379046,648,7
2-s2.0-85008366612,696,4
2-s2.0-85007545050,693,4
2-s2.0-85008472806,578,2
2-s2.0-85008452895,833,34
2-s2.0-85009228455,717,52
2-s2.0-85008152838,1240,11
2-s2.0-85009388597,1166,9
2-s2.0-85008234740,841,19
2-s2.0-84979729471,5258,20
2-s2.0-84992083589,1608,20
2-s2.0-84977631582,2396,17
2-s2.0-85007593152,1088,28
2-s2.0-85008157532,915,6
2-s2.0-85007578716,897,11
2-s2.0-84977630566,986,6
2-s2.0-85006110801,7756,32
2-s2.0-84995890814,1732,33
2-s2.0-85006255894,533,8
2-s2.0-85006186554,1383,33
2-s2.0-84994017962,1487,17
2-s2.0-85006241215,2097,33
2-s2.0-84995910778,1056,13
2-s2.0-84995975051,1244,21
2-s2.0-84995969907,1478,31
2-s2.0-85004075689,1012,19
2-s2.0-84994766823,839,15
2-s2.0-84991209380,8324,63
2-s2.0-84994765290,1477,24
2-s2.0-84994853916,776,19
2-s2.0-84994834593,1105,10
2-s2.0-84994851400,1057,16
2-s2.0-84990942592,1595,13
2-s2.0-84990948220,821,12
2-s2.0-84990949437,740,18
2-s2.0-84990929676,682,2
2-s2.0-84991702017,2903,34
2-s2.0-84991706032,736,22
2-s2.0-84979655819,630,31
2-s2.0-84991574929,2189,40
2-s2.0-84995466927,483,1
2-s2.0-84995484917,926,17
2-s2.0-84977142894,1996,25
2-s2.0-84991677957,902,20
2-s2.0-84995477293,909,5
2-s2.0-85000956537,1447,12
2-s2.0-85000916582,337,3
2-s2.0-84975526698,850,7
2-s2.0-84969610650,734,7
2-s2.0-85000925654,2102,26
2-s2.0-84977519476,885,27
2-s2.0-84969142637,457,2
2-s2.0-84975497501,1297,28
2-s2.0-84973537470,2955,42
2-s2.0-84969964123,851,10
2-s2.0-84969626075,595,13
2-s2.0-84992304037,1638,45
2-s2.0-84975156670,1184,13
2-s2.0-84969945332,699,17
2-s2.0-84971659662,2027,31
2-s2.0-84969523043,1590,15
2-s2.0-84981765115,1188,23
2-s2.0-84992292107,1566,44
2-s2.0-84992291494,1567,27
2-s2.0-84992304326,814,14
2-s2.0-84992298944,735,21
2-s2.0-84981765139,1164,20
2-s2.0-84992305877,791,5
2-s2.0-84978326133,990,16
2-s2.0-84979470019,3038,19
2-s2.0-84979487359,546,2
2-s2.0-84979464842,453,8
2-s2.0-84961217641,2843,17
2-s2.0-84961210122,1443,20
2-s2.0-84977858259,746,18
2-s2.0-84977865278,808,43
2-s2.0-84969358914,838,4
2-s2.0-84960393239,1110,23
2-s2.0-84960335683,1168,21
2-s2.0-84955572606,5059,111
2-s2.0-84957727594,671,18
2-s2.0-84953636153,1895,26
2-s2.0-84936864319,3484,108
2-s2.0-84951279021,1710,16
2-s2.0-84939484380,1281,42
2-s2.0-84946727818,758,12
2-s2.0-84946724141,527,3
2-s2.0-84946739477,1084,18
2-s2.0-84946733379,1804,43
2-s2.0-84944319429,2624,69
2-s2.0-84944354083,600,8
2-s2.0-84944354764,1615,11
2-s2.0-84941600011,1224,9
2-s2.0-84944314850,1907,25
2-s2.0-84941600187,1364,14
2-s2.0-84944346018,1127,24
2-s2.0-84939138497,1693,31
2-s2.0-84937526497,889,15
2-s2.0-84937518000,746,1
2-s2.0-84938418075,863,18
2-s2.0-84938415674,1234,21
2-s2.0-84937538187,3410,86
2-s2.0-84929505538,917,0
2-s2.0-84929506260,2722,85
2-s2.0-84929520292,1900,40
2-s2.0-84928074103,2788,52
2-s2.0-84933179293,1710,31
2-s2.0-84928093170,1279,13
2-s2.0-84928075625,1270,19
2-s2.0-84928059415,2144,83
2-s2.0-84926259382,3158,76
2-s2.0-84961352730,361,0
2-s2.0-84930542131,1199,17
2-s2.0-84926202584,1855,27
2-s2.0-84922646481,2592,40
2-s2.0-84922733517,446,2
2-s2.0-84920531780,1402,16
2-s2.0-84922633973,2966,152
2-s2.0-84915807672,1385,29
2-s2.0-84922783718,1795,40
2-s2.0-84915751220,2460,15
2-s2.0-84916228079,2065,66
2-s2.0-85027927188,3577,31
2-s2.0-84908478321,1529,18
2-s2.0-84908470128,833,7
2-s2.0-84908470659,953,14
2-s2.0-84908067473,1117,14
2-s2.0-84924598481,651,15
2-s2.0-84906945875,1832,30
2-s2.0-84904747528,1687,45
2-s2.0-84904745100,895,6
2-s2.0-84902365653,981,12
2-s2.0-84902377925,1285,6
2-s2.0-84902386079,3266,68
2-s2.0-84901188172,880,10
2-s2.0-84901611473,1197,44
2-s2.0-84897622539,1177,10
2-s2.0-84897670501,3139,16
2-s2.0-84897627133,2648,49
2-s2.0-84894565412,1502,34
2-s2.0-84894906135,1656,23
2-s2.0-84892438659,1720,41
2-s2.0-84892445065,2294,61
2-s2.0-84892436074,1184,8
2-s2.0-84892442758,1013,32
2-s2.0-84888304018,2940,34
2-s2.0-84892442330,1314,10
2-s2.0-84888287824,4603,95
